Pregunta|Intencion
necesito saber como tengo que hacer para elevar el limite de compra de mis tarjetas por motivo de un viaje|Cat_302
pago adeudo|Cat_192
en que fecha cierra mi tarjeta?|Cat_341
quisiera reemplazar la tarjeta de debito|Cat_316
quiero dar de baja la adhesión al debito automatico de la patente automotor|Cat_292
como hago para encontrar la cotizacion de dólar?|Cat_166
me indicás donde está el cierre de sesion|Cat_0
donde puedo simular mi precio de prestamo hipotecario|Cat_251
quiero saber el estado de un pedido|Cat_118
se me vencen a fin de mes y queria saber si las mandaban o habia q pedirlas.|Cat_316
supervivencia|Cat_88
queria consultar a mi ya me llegue la tarjeta nueva pero la anterior aun sigue vigente es decir no venció‚äö¬¨√ö¬°¬¨í‚ç¨¬¶¬°¬¨‚ç¨≈°¬¨√≠‚ä¶¬°¬¨¬π|Cat_316
adherirme debitar automatico boleta luz|Cat_132
blanqueo de pin|Cat_288
costos de infinity platinum|Cat_96
solicite la baja de una cuenta ahora me dicen que me tengo q acercar a la sucursal a firmar la baja de la cuenta quiero que alguien me solucione esto.|Cat_41
como hago para depositar dinero en mi cuenta por el cajero|Cat_110
quiero avisar que perdí la chequera|Cat_48
cuales son los requisitos para un prestamo prendario?|Cat_248
reclame el envio de la tarjeta visa adicional para mi marido|Cat_293
quien ganó el sorteo de ayer?|Cat_144
cerrar pagina|Cat_0
número telefónico sucursal|Cat_147
quiero cobrar mi jubilacion por ese banco. que debo hacer|Cat_63
te queria preguntar donde canjeo mi entrada que compre con los puntos superclub?|Cat_322
por que no puedo hacer compras con debito?|Cat_286
puedo depositar cheques en otra sucursal que no sea la mia?|Cat_49
estoy averiguando para pedir un préstamo para comprar terreno|Cat_228
queria sacar del debito automatico mi tarjeta de credito visa|Cat_345
quiero saber cuando me llega el resumen para pagar|Cat_138
quiero solicitar tarjeta visa|Cat_337
cómo elimino una cuenta desde el homebanking|Cat_41
debo acreditar mi sueldo en el banco para solicitar el prestamo prendario?|Cat_238
reenvío tarjeta de debito|Cat_316
necesito sacar plata cajero exterior|Cat_287
numero de telefono de atencion al cliente|Cat_147
quisiera saber por que me llaman por telefono desde el departamentos de cobranzas. el cliente al que buscan no vive en este domicilio.|Cat_193
pague la tarjeta y posteriormente se me debito nuevamente.|Cat_350
existe alguna forma de poder financiar los costos de escribania para la firma de una escritura de hipoteca?|Cat_210
pueden mandar alertas del vencimiento de facturas  servicios impuestos por home banking?|Cat_125
en el caso de préstarmo prendario  existe una extension de plazo de la deuda?|Cat_230
para retirar de mi cuenta dinero lo puedo hacer en cualquier sucursal y a su vez en el mismo dia en varias?|Cat_128
quiero que me den un préstamo|Cat_223
queria saber como y de donde descargo el softwar de seguridad para activar la clave token para mis transferencias bancaria.|Cat_5
que beneficios tengo al usar mi billetera virtual todo pago?|Cat_285
avisa mail comprar hacer|Cat_112
quiero simular un plazo fijo para ver el dinero|Cat_181
me atrase en los pagos|Cat_99
historial de pago de impuestos|Cat_98
quiero estudio juridico derivaron deuda|Cat_191
cobro jubilación banco tarjeta|Cat_337
costo salir fondo|Cat_96
cancelar debito automatico tarjeta|Cat_345
quisiera saber si ya esta renovado mi plazo fijo|Cat_180
no me devolvieron la bonificacion por la carga se sube|Cat_312
necesitar rechazar debitar automatico caja ahorrar|Cat_129
necesito renovar un plazo fijo|Cat_181
quisiera ver mi saldo impositivo|Cat_137
una deuda de la tarjeta de credito  como arreglo|Cat_192
querer poder debitar servicio cablevision|Cat_129
número telefónico de sucursal|Cat_147
cargué la sube a traves de online banking por el descuento y no me lo hicieron.|Cat_312
transferí pesos a otra cuenta de santander rio. y no se acredito todabia...... y el comprobante dice tranferencia inmediata|Cat_77
queria saber por el prestamo preacordado|Cat_225
se puede pagar el sueldo desde mi cuenta|Cat_69
como hago para actualizar mis datos personales?|Cat_103
quiero informar sobre robo a vivienda|Cat_265
cómo puedo comprar bonos?|Cat_157
fondo insuficiente tarjeta|Cat_303
no tengo cuenta sueldo en santander puedo pedir el préstamo hipotecario igual?|Cat_248
reclamar entregar dinero cajero banelco|Cat_297
debitar seguro caja|Cat_129
queria consultar si puedo sacar un prestamo ??|Cat_248
quiero blanquear el pin de mi tarjeta de débito porq se me bloqueo|Cat_288
quiero saber cuanto está telecom y telefónica|Cat_168
quiero recibir el resumen en papel|Cat_138
pago vencimiento tarjeta credito pasa|Cat_349
puedo pagar menos del total del saldo a pagar de la tarjeta?|Cat_342
que documentacion necesito para la apertura de una cuenta corriente de una persona fisica|Cat_39
quiero consultarte por el limite de la tarjeta|Cat_303
necesito dar stop debito a la cuenta de telecom|Cat_145
cual es mi limite de compra con cada tarjeta en dolares.|Cat_303
puedo sacar un credito hipotecario?|Cat_223
vos podras pasarme el cbu de mi cuena?|Cat_42
a quien le puedo consultar por una comisión?|Cat_96
hago dejar ser cliente|Cat_41
para preguntar por un credito|Cat_225
necesito pagar cuentas|Cat_132
quiero agendar compromiso pago|Cat_191
cuanto tardan en responder luego de la preaprobacion de un préstamo hipotecario?|Cat_243
solicitar tarjeta de credito|Cat_337
programa de puesta en marcha y expansión para emprendedoras|Cat_357
quiero dar de baja el seguro de mi camioneta|Cat_262
comunico el pago de deuda|Cat_195
crear una alerta|Cat_125
necesito el numero para comunicarme al banco|Cat_147
no soy cliente del banco y queria averiguar si hay ccreditos|Cat_248
se me perdió la tarjeta como hago|Cat_294
hace tiempo di de baja del debito automatico algunos servicios  pero vi que me los siguen cobrando.|Cat_292
quiero habilitar un nuevo receptor de transferencias y el sistema no me lo permite.|Cat_76
pasa pago tarjeta|Cat_349
ahorro peluqueria|Cat_311
quiero saber si hay un debito adherido a mi visa|Cat_93
vacación pagar tarjeta querer|Cat_342
cómo hago para que me paguen el sueldo en santander?|Cat_72
para pedir un adentanto de efectivo con tarjeta visa que tramite se realiza?|Cat_298
necesito saber cuando van a tener disponible el resumen online|Cat_138
puedo hacer un plazo fijo por otro medio que no sea online banking?|Cat_181
quiero hacer una solicitud de chequeras|Cat_44
sigo esperando q me manden la tarjeta nueva|Cat_293
cuales son los beneficios de visa credito?|Cat_311
quiero registrarme en superclub|Cat_299
tengo la tarjeta inhabilitar a por cip erroneo|Cat_288
donde se escritura?|Cat_207
quisiera saber los plazos máximos del préstamo hipotecario|Cat_242
como se cuanto me pueden prestar para comprar una casa|Cat_236
aderirme a addvantage|Cat_299
necesito generar un vep|Cat_132
blanquear clave de letra|Cat_288
puedo pagar mastercard de los autoservicios del banco?|Cat_342
puedo solicitar un préstamo personal para remodelar un inmueble?|Cat_228
quiero empezar a sumar millas|Cat_274
estoy averiguando para pedir un préstamo para comprar terreno|Cat_228
hace dias intentando comunicarme y nadie contesta necesito solucionar un inconveniente que tengo con mi cuenta|Cat_29
prestamo personal atrasado|Cat_240
como desvincularme de mi cuenta sueldo?|Cat_41
usar limite descubierto|Cat_56
puedo pedir la baja de seguros de la cuenta de un familiar|Cat_262
peru desear usar tarjeta|Cat_289
como aviso el pago de la tarjeta?|Cat_195
necesito hacer simulacros de creditos|Cat_251
préstamo prendario|Cat_225
me contacto porque no recibí el descuento por mi recarga de la tarjeta sube|Cat_312
quisiera realizar el pago de la empresa directv on line.|Cat_132
tarjeta fondo insuficiente|Cat_303
quisier solicitar un prestamos de pesos |Cat_223
como hago para pagar una deuda|Cat_192
quiero pedir un prestamo hipotecario online|Cat_223
quiero saber si tengo cobertura de seguro paraviajar al exterior a europa con la tarjeta visa platinum de santander?|Cat_282
necesito hacer una compra por internet como es en dolares no me deja hacerla.|Cat_290
transacciones cuestionadas|Cat_112
se me inundó mi casa  tengo cobertura?|Cat_265
puedo sumar ingresos de monotributo en el credito de vivienda|Cat_254
cómo hago para enviarme una transferencia desde exterior?|Cat_32
cómo hago para cancelar un plazo fijo?|Cat_182
telefono de atencion telefonica?|Cat_147
cómo hago para cobrar un cheque de estados unidos?|Cat_30
si saco un credito de pesos cuanto pagó por mes?|Cat_251
no se donde ver los beneficio de sorpresa|Cat_311
super club donde esta|Cat_323
quisiera cobrar mi jubilacion en santander rio actualmente cobro en banco piano que tramite tengo que hacer?|Cat_63
como hago aca para cambiar los puntos|Cat_322
abone erróneamente una cantidad de dinero en una de las tarjetas|Cat_350
como pago los consumos en dolares|Cat_307
puedo comprar cualquier tipo de propiedad mediante el préstamo hipotecario?|Cat_211
me llego la tarjeta con el nombre mal escrito|Cat_315
no pude gestionar la clave con los pasos de la página|Cat_1
quiero sacar tarjeta credito telefono|Cat_337
queria reclamar que me debitaron de más para el pago de la tarjeta de credito.|Cat_350
quisiera saber el costo de transferencia desde el exterior|Cat_31
para regularizar el descubierto exedido|Cat_56
generar cambiar usuario tomar|Cat_1
me equivoque al armar un plazo fijo y ahora quiero cancelarlo|Cat_182
que antiguedad laboral debe tener mi cónyugue para sumar ingresos para el préstamo hipotecario?|Cat_254
dato póliza modificarlos|Cat_267
quiero hablar por telefono con alguien!!!!|Cat_147
necesito comunicarme asesor telefónico numero llamar|Cat_147
puedo sacar un préstamo.personal|Cat_248
necesito estudio enviaron deuda|Cat_190
que es santander duo?|Cat_139
pasar aadvantage|Cat_277
tuve inconvenientes con el producto que canjeé y queria solicitar una devolución|Cat_329
para participar en el sorteo?|Cat_143
bloquie la tarjeta con la clave alfanumerica.|Cat_288
si abro una cuenta en dolares. puedo hacer y recibir dolares de una cuenta extranjera?|Cat_36
quisiera asegurar por menos valor y disminuir la cuota.|Cat_268
cúal monto maximo permitir pago servicio pagomiscuentas|Cat_132
como se la clave de cajero para operar?|Cat_288
necesito obtengo un estado de cuenta|Cat_61
no puedo realizar transferencias|Cat_80
¿como refinanciar las tarjetas?|Cat_308
como confirmo si recibieron la documentación del siniestro?|Cat_270
quiero consultar sobre cierrres de mis tarjetas|Cat_341
seguimiento enví¬≠o tarjeta|Cat_293
soy cliente del banco y necesito un prestamo de a tasa uva|Cat_223
como hacer el certificado de superviviencia|Cat_88
no he recibido un pago que me enviaron desde el exterior|Cat_33
argentino santander|Cat_39
como son los costos de tasacion ?|Cat_216
necesito saber como puedo suspender un debito de mi tarjeta de credito.. (plan rombo)|Cat_292
necesitar total cancelar tarjeta credito|Cat_342
necesito un ccredito|Cat_223
necesito comunicarme asesor telefónico numero llamar|Cat_147
tengo que cambiar mi tarjeta de debito porque esta fallando la banda magnetica y queria saber como tengo que hacer|Cat_316
cual es el valor resultante de una operacion de credito hipotecario|Cat_231
abrir recibir sueldo|Cat_39
tengo que enviar dinero al exterior por una beca de estudios   que tengo que hacer?|Cat_36
quiero realizar una simulacion del prestamo|Cat_251
en que lugar puedo ver el nro de socio del programa advantage?|Cat_275
quiero renobar la tarjeta que se me vencio|Cat_316
cuales son beneficios pagar con debito impuestos y servicios|Cat_132
servicio querer pagar está habilitar|Cat_132
hasta que día puedo sacar entradas por la preventa?|Cat_311
estoy de viaje y me comentaron q me estan llamando x telefono a mi casa|Cat_146
consultar modificar limite extraer tarjeta debito|Cat_303
quiero sacar una persona|Cat_38
como denuncio que se me quemo todo  por una baja de tensión?|Cat_265
necesito tarjeta de la universidad|Cat_359
puedo solicitar un prestamo hipotecario a traves de la web del banco?|Cat_223
queria dar de baja unos debitos automaticos|Cat_292
recibo sueldo pedir sacar tarjeta|Cat_337
cuanto es el minimo que puedo solicitar para comprar una casa|Cat_236
disponible tarjeta mastercard|Cat_303
adherir metrogas a la tarjeta|Cat_132
que puedo hacer con la caja de ahorro en dolares|Cat_53
si yo canjeo puntos de descuentos y ese día hay descuento nen ese local se me acumulan las promociones?|Cat_322
puedo hacer para cambiar mi tarjeta de débito?|Cat_316
adhesión al debito automatico|Cat_87
queria saber si el reclamo fue resuelto|Cat_135
quiero comunicarme con un asesor|Cat_29
no quiero recibir mas resumen por correo postal|Cat_138
acceso a advantage|Cat_299
que requisitos tengo para enviar dinero al exterior?|Cat_36
como extraigo dinero|Cat_298
quiero dar de baja a mi cuenta como hago?|Cat_41
extension limite en debito|Cat_303
me podes decir como entro a home banking desde el celular|Cat_3
beneficio pagar debitar impuesto servicio|Cat_132
requisitos a cumplir para un personal|Cat_248
reimpresion de tarjeta. por homebanking no pude solicitarla|Cat_316
estoy tratando de transferir en usd y me es imposible.|Cat_80
al vencimiento los letes vuelven a la cuenta en dolares?|Cat_161
me dan el prestamo hipotecario sin tener la propiedad seleccionada?|Cat_206
se bloqueo mi clave como obtengo otra?|Cat_1
tengo una póliza de seguros y me falta televisor la notebook y un dinero.|Cat_265
que es un debin de plazo fijo|Cat_54
no se me acredito el saldo en la red bus|Cat_129
que impuestos se debe pagar para el prestamo hipotecario|Cat_232
que documentacion necesito para solicitar el prestamo|Cat_247
quiero averiguar sobre comisión por manteniemiento|Cat_96
por que si transferí plata todavía no se me debitó el monto?|Cat_80
pagar tarjeta visa minimo|Cat_351
cuanto tardan en acreditarse las millas en mi cuenta?|Cat_275
para solictar prestamo debo acercarme hasta una sucursal|Cat_212
interesa abrir banco|Cat_39
es el mismo procedimiento de siempre para depositar un cheque en moneda extranjera?|Cat_30
puedo conseguir un ccredito solo con mi dni|Cat_248
no me llegue el producto y quiero que me devuelvan los puntos|Cat_326
queria saber si tenia la posibilidad de que suban el margen de descubierto|Cat_57
quiero sacar adelanto de sueldo|Cat_57
quiero conocer todos los beneficios y descuentos que poseo por tener cuenta sueldo en santander .|Cat_72
sacar targeta blanco|Cat_337
cómo se que tarjeta está asociada a mi cuenta primaria?|Cat_52
como saber el número de sucursal|Cat_100
como se cual el monto que el banco me otorgara para el credito hipotecario|Cat_236
iu|Cat_140
como salgo de la pagina|Cat_0
sucursal retirar plástico|Cat_293
depositar plata cajero pagar tarjeta|Cat_342
de donde bajo la aap para mi tablet|Cat_3
me encuentro en españa y no puedo usar mi tarjeta de credito|Cat_289
cajero tragar dinero|Cat_297
quiero saber que debitos automaticos con mi tarjeta visa tengo|Cat_93
quiero dar de baja unos seguros que tenía|Cat_262
se me habia colgado la computadora mientras hacía un canje en superclub|Cat_328
como puedo acceder al nuevo online banking?|Cat_3
no soy cliente. pero quiero un prestamo personal|Cat_248
que necesito para acceder al préstamo personal?|Cat_248
promo debitar automatico adheri servicio debitar pagar cuenta figurar adherir|Cat_129
como funcionan los pazos fijos?|Cat_183
queria saber mi numero de sucursal?|Cat_100
me gustaría sacar un prestamo..|Cat_223
me pueden bonificar el paquete?|Cat_73
que becas hay para universitarios|Cat_358
cuanto dispongo para compra kn mi debito|Cat_303
abren las becas al merito academico?|Cat_358
como hago para que no se me debite el mínimo de la tarjeta?|Cat_353
necesito saber el mail de mi ejecutivo|Cat_126
quiero bajar el límite del sobregiro|Cat_57
como sé que adherí con éxito el debito automatico de un servicio a mi tarjeta?|Cat_93
necesito un numero para llamar y realizar un cambio de sucursal|Cat_65
historial de pagos|Cat_98
en el ticket me figura que el pago es en cuotas pero en el posnet me puso menos.|Cat_336
como me hago el homebanking|Cat_3
queria saber si podía sacar préstamo bancario.|Cat_248
cual es mi limite de compra con cada tarjeta en dolares.|Cat_303
tengo la tarjeta banelco vencida|Cat_316
solicitar tarjeta no llegar|Cat_293
necesitar aviso deposito|Cat_125
deuda forma pagarla|Cat_192
necesitas saber algo sobre mi?|Cat_24
quisiera saber más sobre el súper préstamo personal a cuantos aaños se puede hacer y cómo es el tema de los pagos|Cat_251
te. pregunto de cuanto es el mantenimiento de la tarjeta x mes visa gold.|Cat_340
puedo financiar los gastos de la operacion de compra-venta en el caso de un prestamo hipotecario?|Cat_231
intereses cobran pagar tarjeta|Cat_349
quiero saber donde se deposita el dinero del plazo fijo|Cat_180
blanquear clave|Cat_1
necesito saber en que estado está mi gestión|Cat_118
sufrí varios cortes de luz y perdí alimentos  me cubre algo el seguro del banco?|Cat_265
desde la app se puede pedir el préstamo ?|Cat_223
me das el telefono de creditos|Cat_147
quiero abrir una cuenta en el banco que debo hacer|Cat_39
limite máximo transferencia ajeno|Cat_83
cual es el costo de la comision por transferencia|Cat_83
como puedo acceder al prestamo|Cat_223
cual es el monto a financiar?|Cat_120
como se cual es mi cuenta|Cat_75
requisitos para solicitar un credito personal|Cat_248
cuanto era el monto que me podian facilitar.|Cat_236
adheri debitar automatico servicio detallar movimiento tarjeta|Cat_129
como obtener tarjetas de ccredito como adherente|Cat_334
necesito saber informacion de contacto para rehabilitar una tarjeta de debito.|Cat_286
necesito los cmprobantes de un servicio hechos a traves de pagomiscuentas desde enero hasta hoy y dicha info no esta disponible aqui en el home banking|Cat_98
me decís cuanto me van a cobrar de tarjeta? hice compras en dolares|Cat_307
no me están llegando los resumenes|Cat_138
quiero asesorarme por un prestamo?|Cat_225
quiero ingresar para ver movimientos en mi tarjeta visa|Cat_355
quiero obtener informacion acerca del universo de inversiones que maneja el banco.|Cat_178
hay un simulacro de credito?|Cat_251
como puedo hacer para entrar y sacar mi resumen ??|Cat_138
una consulta sobre debito desde mi cuenta|Cat_115
deposito en cajeros|Cat_110
necesito saber si para renovar las targetas de credito que se vencen pronto tengo que hacercarme al banco. o lo puedo hacer x aca. te agradesco me informes al respecto|Cat_316
como puedo saber si me conviene sacar un prestamo hipotecario uva?|Cat_237
quiero adquirir la super cuenta|Cat_39
no me llegue el pin para activar la tarjeta santander rio|Cat_288
queria saber que limite tengo para poder comprar|Cat_303
como pido una nueva tarjeta de debito?|Cat_316
quiero obtener una caja de ahorro|Cat_39
cuanto me cuesta mensualmente. una cuenta en dolars|Cat_96
solo con dni se abre una caja de ahorros?|Cat_39
querer poner debito automatico gas no saber|Cat_132
quiero poner a mi mujer como beneficiaria del seguro.|Cat_268
perdí mi tarjeta de coordenada|Cat_294
queria hacer una recategorizacion de cuenta|Cat_86
sacar tarjeta debito|Cat_39
quisiera saber de donde puedo sacar el resumen de mi tarjeta visa del banco santander rio|Cat_138
me pidieron que llame para hablar y no se a que numero|Cat_147
que cheques me entraron ayer y hoy ?|Cat_50
quiero consultar acerca del ccredito hipotecario y como calcular la cuota?|Cat_251
cupos de mi tarjeta de credito|Cat_303
como puedo modificar el límite de un firmante?|Cat_287
envio de tarjeta|Cat_293
lebacs|Cat_159
instrucciones de giro del exterior|Cat_32
tengo un reclamo|Cat_135
recibí un mensaje de pago no registrado|Cat_279
pagar tarjeta autoservicio|Cat_342
averiguar si mi jubilacion esta acreditada en el banco santander rio|Cat_50
consumos tarjeta adicional|Cat_355
estoy averiguando sobre los prestamos para la compra de un auto|Cat_225
como agrego un destinatario agregandolo por alias?|Cat_76
quiero comprar más de unos bonos que compré hace unos días|Cat_157
quiero hacer un simulacro del prestamo|Cat_251
tengo que pagar la escritura del préstamo hipotecario?|Cat_210
donde figura el número de cuenta comitente?|Cat_171
transferencia automatico|Cat_83
cuanto dinero puedo retirar de mi cuenta en un cajero?|Cat_303
como puedo realizar transferencias on line|Cat_84
preciso saber si hay alguna promo para que no me cobren el mantenimiento de cuenta|Cat_73
como puedo hacer para la extencion para sacar mas plata x dia|Cat_287
dan préstamos a monotributustas|Cat_248
tengo tarjeta platinum. en el aeropuerto de viedma de que me puede servir?|Cat_284
limite comprar cuota tarjeta|Cat_303
necesitaria un reporte con todas cuotas pendientes de pago de mi prestamo personal|Cat_101
quiero consultar sobre el beneficio con american express para utilizar salón vip en aeropuerto|Cat_284
queria saber las comisiones por sacar dinero del exterior teniendo una cuenta sueldo|Cat_96
como se hace para deshacer una caida de cuotas|Cat_339
avisar pagando|Cat_191
valor caja de seguridad?|Cat_92
me pusieron un seguro de vivienda que no contrate.|Cat_264
donde publican los ganadores?|Cat_144
quiero cambiar mi contraseña|Cat_1
pagar expensas|Cat_132
como es lo de la tarjeta nova para los niaños de 13 a 17|Cat_306
a que numero de telefono hay que llamar por el seguro?|Cat_147
como averiguo los puntos del banco santander|Cat_325
como tengo que hacer para solicitar un préstamo hipotecario?|Cat_223
estoy interesado en sacar un credito me podria brindar mas informacion por favor|Cat_225
como se canjean los puntos de la tarjeta?|Cat_322
necesito consultar el servicio de concergerie|Cat_141
como hago para saber si ya está el cobro de la tarjeta?|Cat_279
me enviaron dos comprobantes de transferencias y no figuran acreditadas|Cat_77
como ingreso a ver mi cuenta|Cat_3
realizar reintegrar recargar tarjeta sube|Cat_312
querer pagar tarjeta santander|Cat_342
el homebancking cada vez q intento pagar un impuesto se me clava el sistema!!|Cat_117
querer generar contraseña|Cat_1
tuve problemas para canjear en despegar la página se colgó y me descontaron puntos pero no terminé de comprar.|Cat_328
no podia realizar una transferencia desde online banking|Cat_80
como cambio el limite de recarga mensual de monedero?|Cat_305
reimprimir tarjeta priority pass|Cat_316
hice una transferencia internacional la semana pasada y aun no está acreditada|Cat_35
pago internacional con tarjeta visa|Cat_289
extraccion tarjeta de credito|Cat_298
pagar facturar visa|Cat_132
como se solicita un prestamo y que se presenta?|Cat_223
no veo debitada la factura de telecom que en la misma figura debito automatico.|Cat_129
para consultar porque creo que se facturó dos veces un servicio|Cat_129
quiero desbloquear mi clave banelco|Cat_288
quiero dar de baja varias polizas|Cat_262
saber si podía retirar una tarjeta de debito en alguna sucursal|Cat_293
realizar debito litoral|Cat_129
los dolares de la caja de ahorro se pueden retirar inmediatamente|Cat_298
como hago para solicitar el prestamo santander rio|Cat_223
pago de vep|Cat_132
no me habian realizado el debito automatico de la tarjeta visa ni de la amex.|Cat_346
le puedo pasar las millas que junté a otra persona?|Cat_273
te pregunto yo tengo um fondo de invercion con una suma de dinero y hoy tengo mucho menos que paso ???|Cat_172
compra protegida con american express|Cat_311
querer abonar tarjeta consultar estado cuenta|Cat_342
anoche fuimos al cajero y nos robaron con mi marido y queria saber cómo era el procedimiento para denunciar|Cat_265
quiero cambiar puntos super club|Cat_322
sacar caja ahorrar pesos|Cat_39
por que no fueron debitados mis servicios?|Cat_129
querer bajo paquete infinity gold|Cat_41
necesito sucursal principal|Cat_100
olvide contraseña|Cat_1
no tengo cuenta puedo hacer un plazo fijo igual?|Cat_181
como hago para que se me debite de mi caja de ahorro los gastos consumidos en mi tarjeta de credito?|Cat_345
que sueldo tengo que tener para comprar un departamento de|Cat_251
como funciona el plazo fijo|Cat_183
cuales son las condiciones del super miercoles mujer?|Cat_311
no puedo obtener los movimientos por tiempo superior a dias  como obtengo los anteriores|Cat_50
a partir de cuándo está disponible la última edición de mis tenencias|Cat_67
homebanking bloqueado|Cat_1
quiero verificar el pago de mi tarjeta|Cat_279
se puede alquilar caja fuerte|Cat_92
cuanta plata se puede llegar a transferir por día?|Cat_83
quiero ingresar por telefono a superlinea y me dice constantemente documento incorrecto|Cat_147
donde llamo para obtener la tarjeta del banco?|Cat_337
como solicitó un pin para poder usar y hacer extración con mi tarjeta visa|Cat_288
quiero canjear mis punto por un producto pero no me alcanza. puedo agregar plata?|Cat_322
hombanking no me habilita a hacer transferencia|Cat_80
quiero averiguar por un debito automatico|Cat_87
que llamar para saber cuanto tengo que pagar de un credito|Cat_239
quiero entrar en home para ver mi resumen|Cat_138
necesito reponer mi tarjeta por deterioro|Cat_316
eliminar cuenta homebanking|Cat_41
estoy tratando de sacar la clave de home banking pero al final me pide un codigo y no se cual es|Cat_1
quiero tarjeta santander|Cat_337
no me envían más resumen de tarjeta visa|Cat_138
como activo el descubierto de mi cuenta sueldo|Cat_57
en cuanto tiempo se acredita una transferencia|Cat_77
cual es el porcentaje de mi sueldo que se compromete en un préstamo prendario?|Cat_249
consultar debitar no entender|Cat_115
como anuló una compra|Cat_281
cambiar usuario salir error|Cat_1
en que estado esta mi tramite de tarjeta|Cat_118
llega el resumen pero no el detalle del pago minimo|Cat_351
cuanto cuestan las extracciones de usd?|Cat_96
el dia no se me debitó la cuanta de aysa por no tener fondos. luego no me la visualiza para pagar ni me la debitó al tener fondos ( ese mismo día)|Cat_129
no encuentro cuanto es el pago mínimo.|Cat_351
tengo que hacer algo una vez que pedi la caida de plan de cuotas|Cat_339
pague adelantado la tarjeta visa y olvide hacer el stop debit. me debito en fecha nuevamente|Cat_350
intento pagar el abl de la agip y no me aparece en servicios como puedo hacer?|Cat_130
si quiero sacar un prestamo para una prefabricada cuanto me dan?|Cat_214
quiero consultar mi tenencia|Cat_67
queria cambiar puntos en despegar  la trasaccion no se realizo pero se descontaron puntos.|Cat_328
necesito transferir dolares a mi caja de ahorro en pesos|Cat_166
limite tarjeta de credito|Cat_303
necesito saber como hacer para cargar la documentacion en desarrollo urbanisticos|Cat_200
como buscar servicio aparecer|Cat_132
no puedo seguir pagando la 365 y quiero darme de baja.|Cat_280
comision anual mensual women|Cat_357
cambiar clave online banking|Cat_1
lo del 30% más de puntos es en cualquier consumo con la amex?|Cat_311
hoy me llegue la tarjeta de débito gold y queria saber si ya se puede usar|Cat_301
quiero sacar la visa del banco|Cat_337
desde donde se cancela el da de la obra social?|Cat_292
tengo una cuenta abierta y no se de q sucursal es|Cat_100
requisitos paquete black|Cat_40
quisiera saber si existe alguna orden generada esta semana a mi nombre por transferencia de fondos del exterior|Cat_33
no puedo iniciar sección de la aplicacion del celular|Cat_117
diferencias entre procrear casa propia y superprestamo uvas|Cat_202
querer reportar autorizar tarjeta credito|Cat_112
mañana están abiertos? por el paro|Cat_114
olvidar clave numérico|Cat_1
quiero sacar la tarjeta nova|Cat_306
anular consumo duplicar tarjeta debito|Cat_112
como aplico a procrear?|Cat_200
cuales son los requisitos para cobrar una transferencia internacional?|Cat_32
me enviaron la chequera a una sucursal equivocada|Cat_46
hasta cuantas cuotas se puede pedir el préstamo hipotecario?|Cat_242
de que depende el cer?|Cat_107
mi consulta es porque no se cargan los puntos superclub desde el|Cat_325
quiero resetear la clace banelco|Cat_288
para saber cuanta plata tiene disponible mi tarjeta|Cat_303
quiero que no me llegue mas la boleta en papel|Cat_138
como cargar celulares|Cat_132
cuál es el porcentaje máximo de financiación del súper préstamo prendario?|Cat_245
mis productos con el banco estan activos?|Cat_61
necesitaba confirmar si se cobraron el pago del resumen o no|Cat_279
querer saber cuanto pagar tarjeta|Cat_342
si me atraso con la cuota del prestamo personal que ocurre?|Cat_240
bajo cuenta|Cat_41
se me inundó mi casa  tengo cobertura?|Cat_265
yo queria hacerme la tarjeta de credito|Cat_337
sos asistente virtual ?|Cat_26
cuando llega a sucursal la reposición de mi tarjeta de debito|Cat_293
cual es el cuit del banco santander rio|Cat_105
figurar generar pagar cuenta afip|Cat_129
en el plazo fijo tradicional el monto va desde pesos?|Cat_183
mas informacion por adherir servicios al debito automatico|Cat_132
queria saber sobre el sorteo|Cat_143
hay una edad mí¬≠¬≠¬≠¬≠¬å¬åxima para solicitar el préstamo?|Cat_248
intentaron ingresar al domicilio y me rompieron la cerradura  me cubre?|Cat_265
quiero crearme una cuenta sueldo|Cat_72
necesito saber consumos de este mes|Cat_355
quiero saber si tengo pre aprobado un credito|Cat_223
sirve los creditos para las prefabricadas|Cat_214
cual es el costo mensual de la tarjeta de debito|Cat_96
no encuentro el link para dar de baja a mi supercuenta|Cat_41
quiero dar de alta una targeta visa banco rio|Cat_337
se puede gestionar online un prestamo|Cat_223
que tengo que presentar para sumar a un co-titular a la cuenta?|Cat_38
dudar comision cobro banco|Cat_96
cuanto demora un préstamo hipotecario?|Cat_243
como puedo dar de baja un adicional de la tarjeta x medio de la aplicacion|Cat_338
tengo un servicio que se me debitó dos veces y quiero hacer el reverso de uno de esos pagos.|Cat_129
no tengo cuenta en el banco como pago la tarjeta|Cat_342
telefono sucursal flores?|Cat_91
cupos de mi tarjeta de credito|Cat_303
necesito pedir reimpresion de tarjeta debito|Cat_316
me mandaron dos plasticos iguales de visa y dos plasticos iguales de amex|Cat_309
extender monto extraccion|Cat_287
no puedo abrir la aplicacion en el celular|Cat_117
como puedo cargar la sube desde home banking|Cat_132
no tengo más la tarjeta como cancelo la suscripción a los mails?|Cat_125
necesito ver el consumo de las tarjetas adicionales|Cat_355
quiero tener una tarjeta de debito|Cat_39
abrir caja ahorro recibir sueldo|Cat_39
cuenta costo|Cat_96
me enviaron un deposito y no me llega|Cat_109
